Id;Nazwa;Rodzaj
2804;Przebudowa sieci wodociągowej i przyłączy wodociągowych w ul. Grottgera, Tetmajera, Kasprowicza, Bażyńskiego.;Zadanie
2805;Podłączenie sieci wodociągowej na terenach ZMPG z magistralą DN300 wzdłuż Trasy Sucharskiego ;Zadanie
2807;Modernizacja układu AKP - Modernizacja 6szt. szaf przy studniach. Pełna identyfikacja sytuacji alarmowych na terenie ujęcia wody. Rozbudowa sterownika w dyspozytorni UW Czarny Dwór.;Zadanie
2808;Modernizacja węzłów wodociągowych w Gdańsku Oliwie - etap 3 ;Zadanie
2809;Wymiana istniejących niezidentyfikowanych przyłączy ołowianych i stalowych w 2015;Zadanie
2810;Rewitalizacja Drogi Królewskiej - przebudowa uzbrojenia podziemnego;Zadanie
2811;Przebudowa wodociągu DN 100 w ul. Tuwima;Zadanie
2812;Przebudowa wodociągu DN 100 na dł. 450 m w ul. Orzeszkowej;Zadanie
2813;Przebudowa wodociągu DN 100 żel w ul. Zagórnej na dł. 250 m;Zadanie
2814;Wykonanie spinki wodociągowej o dł. 130 m łączącej wodociąg DN 160 w ul. Szafranowej z DN 110 w ul. Św. Alberta;Zadanie
2815;Przebudowa sieci wodociągowej DN 125 w ul. Stary Rynek Oliwski na dł. ok. 240 m;Zadanie
2816;Przebudowa sieci wodociągowej DN 100 w ul. Hirszfelda na dł. 110 m;Zadanie
2817;Wymiana wyeksploatowanych urządzeń do pomiaru azotu amonowego w bioreaktorze 3-03;Zadanie
2818;Odzysk energii ze ścieków na terenie obiektu PŚ Zaspa;Zadanie
2819;Poprawa systemu sterowania procesem pracy bioreaktora 3-02 - wymiana sond ;Zadanie
2820;Budowa systemu monitoringu dla sieci kanalizacyjnej na terenie Gdańska;Zadanie
3128;Przebudowa sieci wodociągowej DN200 - ul. Sienna - Etap II;Zadanie
3129;Przeniesienie hydrantu naziemnego poza obręb działki prywatnej przy ul. Nadwiślańskiej 85;Zadanie
3130;Likwidacja ujęcia Pleniewo-Zagroble;Zadanie
3133;Przebudowa układu kanalizacyjnego w ul. Abrahama;Zadanie
3136;Prace adaptacyjne na kanale zrzutowym OŚ na terenie Wyspy Sobieszewskiej;Zadanie
3137;Przełożenie odcinka kanalizacji sanitarnej na ul. Czereśniowej;Zadanie
3138;Wymiana wodociągu DN 150 w ul. Łagiewniki;Zadanie
3139;Zabezpieczenie stropu nad komorą wejściową do zbiornika Stary Sobieski;Zadanie
3140;Modernizacja węzłów wodociągowych w Gdańsku Oliwie - etap 1;Zadanie
3141;ul. Raduńska - przebudowa sieci wodociągowej - Etap IV;Zadanie
3142;Przebudowa sieci wodociągowej DN 80 w ul. Ramułta i Grabowej na łącznej dł. ok. 235 m;Zadanie
3143;Wymiana falownika pompy nr 4 w PŚ Ołowianka;Zadanie
3145;Przebudowa sieci wodociągowej w ul. Osiedlowej oraz wykonanie studni przyłączeniowej do kolektora Morena;Zadanie
3146;Przebudowa odcinka sieci wodociągowej w ul. Kolonia Anielinki na dł. ok. 20 m. ;Zadanie
3147;Przepompownia wody technologicznej dla planowanej elektrowni gazowo-parowej przy ul. Benzynowej w Gdańsku;Zadanie
3148;Likwidacja 4 szt. piezometrów UW Jasień;Zadanie
3149;Likwidacja kolizji sieci wodociągowej z kanalizacją deszczową - ul. Kartuska/Sowia i Zawodników;Zadanie
3150;Wymiana sieci wodociągowej w ul. Św. Ducha na dł. ok. 280 m;Zadanie
3151;Modernizacja kotłowni OŚ Wschód ;Zadanie
3152;Zabezpieczenie konstrukcji zbiornika "Stara Orunia" przed degradacją ;Zadanie
3162;Przebudowa sieci wodociągowej w ul. Straganiarskiej;Zadanie
3164;Kanalizacja sanitarna dla dzielnicy Chełm-Południe rejon ulic Łucznicza, Olimpijska, Łyżwiarska i Saneczkarska;Zadanie
3165;Modernizacja przepompowni ścieków Rudniki 7;Zadanie
3166;Modernizacja układu wentylacji i klimatyzacji PŚ Ołowianka;Zadanie
3167;Wymiana przestarzałych i wyeksploatowanych zabezpieczeń nadprądowych w rozdzielni 15kV stracji transf. T-16252 PŚ Ołowianka;Zadanie
3169;Budowa sieci wodociągowej oraz kanalizacji sanitarnej w rejonie ul. Doki - promenada Droga Do Wolności;Zadanie
3172;Przebudowa sieci wodociągowej DN100/200 w ul. Wileńskiej na odcinku od ul. Raciborskiego do zasuwy strefowej przy ul. Suwalskiej;Zadanie
3173;Budowa zdroju na Placu Wybickiego;Zadanie
3174;Rozbudowa kanalizacji sanitarnej w ul. Forsycji w Gdańsku Sobieszewie;Zadanie
3175;Wymiana sieci wodociągowej DN 225 na DN 315 w ul. Leszczynowej na dł. ok. 220 m;Zadanie
3176;Wymiana sieci wodociągowej DN 100/150 w ul. Tamka i Falck Polonusa na dł. ok. 740 m;Zadanie
3177;Zabezpieczenie części konstrukcji drewnianej dachu nieczynnej przepompowni wody Sobieski;Zadanie
3178;Wykonanie izolacji zewnętrznej zbiorników 1, 2, 3 przy ul. Polanki/Abrahama ;Zadanie
3179;Budowa sieci wodociągowej i kanalizacji sanitarnej w ul. Kolonia Anielinki;Zadanie
3180;Przebudowa sieci wodociągowej w ul. Jacka Soplicy na dł. ok. 200 m;Zadanie
3181;Projekt budowy drogi techologiczno-eksploatacyjnej dla ujęcia drenażowego Pręgowo;Zadanie
3182;Budowa sieci wodociągowej oraz kanalizacji sanitarnej w ul. Łanowej i ul. Modrej;Zadanie
3183;Budowa kanalizacji sanitarnej w ul. Kolonia Uroda, Winogronowa, Małoogrodowa, Daliowa, Żniwna;Zadanie
3184;Przebudowa sieci wodociągowej DN 200 żel.  w ul. K. Pułaskiego;Zadanie
3185;Wymiana sieci wodociągowej DN 100 w ul. Korzeniowskiego;Zadanie
3186;Wymiana sieci wodociągowej DN 80 w ul. Łukasiewicza;Zadanie
3188;Wymiana sieci wodociągowej DN 100 żel w ul. Sobótki i DN250 w ul. Sienkiewicza;Zadanie
3189;Wymiana sieci wodociągowej DN 100 w ul. Rozłogi i ul. Niskiej;Zadanie
3190;Wymiana sieci wodociągowej DN 150 w ul. Niskiej;Zadanie
3191;Wymiana sieci wodociągowej i renowacja kanalizacji sanitarnej w ul. Pomorskiej na odcinku od Pelplińskiej do Chłopskiej;Zadanie
3192;SUW Straszyn - Filtry - Zakup i montaż sprężarki dostosowanej do istniejącej automatyki filtrów;Zadanie
3193;SUW Straszyn - Ozonownia - Zakup i montaż 2 szt. sprężarek na ozonowni;Zadanie
3194;SUW Straszyn - Wymiana sterowników oraz panela operatorskiego dla ozonatora LWA3000 i LWA6000;Zadanie
3195;UW Czarny Dwór - Montaż dwóch zasuw DN600 oraz odwodnienia na rurociągu DN350 wody surowej na linii Piastowska;Zadanie
3196;UW Zakoniczyn - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni Ł-1;Zadanie
3197;UW Zakoniczyn - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni nr 2 i Ł-2;Zadanie
3198;Montaż detektorów chloru wraz z podłączeniem instalacji zasilania i telemetrii do centralnej dyspozytorni w chlorowni UW Zakoniczyn;Zadanie
3199;Modernizacja układu AKP pozwalającego na pełną identyfikację sytuacji alarmowych na terenie UW Osowa;Zadanie
3200;Wymiana przewodu wodociągowego DN 100 w ul.Grabowskiego 3-5 (ok.145 mb) wraz z 4 przyłączami (ok. 51 mb);Zadanie
3201;Wymiana przewodu wodociągowego DN 100 (około 410 mb), DN 250 (około 390 mb) oraz DN 300 (około 200 mb) w ul. Cebertowicza;Zadanie
3204;Przebudowa sieci wodociągowej DN 80 w ul. Biskupiej na dł. 275 m;Zadanie
3205;Przebudowa układu sieciowego umożliwiająca likwidację hydroforni Zielony Trójkąt;Zadanie
3206;SPC Maćkowy - Likwidacja obiektu;Zadanie
3207;Przebudowa układu sieciowego umożliwiająca likwidację hydroforni Kołobrzeska;Zadanie
3208;PW Migowo - modernizacja obiektu wraz z rozbudową i termomodernizacją budynku, budową budynku garażowego i modernizacją pomiaru poziomu wody w ZW Migowo;Zadanie
3209;Sieć osadu przefermentowanego - Wymiana odcinka rurociągu DN200 na dł. ok. 53,4 mb;Zadanie
3210;Ob. 20 Kotłownia technologiczna - Modernizacja nieprawidłowego włączenia instalacji CHP do kolektora zasilającego i powrotnego kotłów;Zadanie
3211;OŚW - Przebudowa zasilania elektroenergetycznego do stacji T-16100;Zadanie
3212;OŚW - ob. 20 - kotłownia technologiczna - Modernizacja rozdzielni sterowania obiegami kotłowymi;Zadanie
3213;OŚW - ob. 36 - Wymiana wyeksploatowanych 4 szt.pomiarów  przepływu na kanałach dopływowych do reaktora 3-01,3-02,3-03,3-04;Zadanie
3214;PŚ SOBIESZEWO P1- P4 - modernizacja przepompowni ;Zadanie
3215;Modernizacja przyłącza ks DN 150 do budynku mieszkalnego przy ulicy Bitwy pod Lenino 6, L=19 m;Zadanie
3216;Modernizacja kanału sanitarnego w ul. Wieżyckiej DN 500, L=345 m;Zadanie
3217;Modernizacja kanału sanitarnego w ul. Generała Józefa Hallera, DN 200, L=20 m;Zadanie
3218;Projekt budowy drogi dojazdowej dla kanału sanitarnego DN 300 na odcinku od Domu Samotnej Matki w Matemblewie do ul. Potokowej - odcinek leśny;Zadanie
3219;Przebudowa sieci wodociągowej w ul. Smolnej i Dalekiej na dł. ok. 352 m;Zadanie
3220;Budowa sieci wodociągowej i kanalizacji sanitarnej w ul. Beskidzkiej ;Zadanie
3222;Przebudowa sieci wodociągowej DN 200 i DN 300 w ul. Przetocznej ;Zadanie
3224;Przebudowa sieci wodociągowej w ul. Dickensa;Zadanie
3225;Przebudowa sieci wodociągowej w ul. Chwaszczyńskiej;Zadanie
3226;Przebudowa sieci wodociągowej w ul. Dubois;Zadanie
3227;Przebudowa sieci wodociągowej w ul. Zakopiańskiej;Zadanie
3228;Przebudowa sieci wodociągowej przy Al. Zwycięstwa;Zadanie
3229;Przebudowa sieci wodociągowej w ul.Siennej na odcinku od ul. Krynicznej do Bajki;Zadanie
3230;Przebudowa sieci wodociągowej w ul. Mazurskiej ;Zadanie
3232;Przebudowa sieci wodociągowej w ul. Dźwigowej ;Zadanie
3233;Przebudowa sieci wodociągowej w ul. Ojcowskiej;Zadanie
3234;Budowy punktów poboru wody i odprowadzenia ścieków na terenie Głównego Miasta Gdańska;Zadanie
3235;Budowa zdroju w Parku nad Strzyżą;Zadanie
3236;Budowa sieci wodociągowej i kanalizacji sanitarnej w rejonie ul. Bytowskiej ;Zadanie
3237;Montaż przepływomierza elektromagnet. na przewodzie odpływowym ze ZW Kazimierz. Przeniesienie telemetrii z komory K33 na UW Świbno;Zadanie
3238;Wymiana sieci wodociągowej DN 100 w Trakcie Św. Wojciecha na dł. ok. 100 m;Zadanie
3239;Likwidacja przecieków do wnętrza ZW Migowo Nr 4;Zadanie
3240;Budowa przepompowni ścieków przy ul. Budowlanych wraz z przebudową sieci wodociągowej w ul. Budowlanych;Zadanie
3243;Podłączenie sygnału alarmu ppoż. 2-go stopnia ze ZW Kazimierz do PSP. Montaż kamery internetowej na dachu zbiornika.;Zadanie
3244;OŚW Ob.nr 101 - Budynek krat - Modernizacja elewacji zewnętrznej budynku krat, założenie izolacji pionowej,  modernizacja podjazdu do budynku krat, zabezpieczenie stropu budynku;Zadanie
3245;Budowa zdrojów na terenie Miasta Gdańska;Zadanie
3246;UW Czarny Dwór - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni 15B;Zadanie
3247;Przebudowa sieci wodociągowej DN 200 w ul. Morenowe Wzgórze ;Zadanie
3248;Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni nr 3C;Zadanie
3249;Zabezpieczenie ruin zabytkowego młyna;Zadanie
3250;Projekt i realizacja wykonania separatorów podczyszczających wody opadowe spełniających wymogi prawne. ;Zadanie
3251;Wymiana węzła cieplnego w ul. Polanki 110A;Zadanie
3252;UW Wschód - Budowa instalacji przekazu danych z rozdzielni hydroforni do dyspozytorni OŚ Wschód;Zadanie
3254;UW Dolina Radości - Projekt i realizacja wymiany żeliwnego rurociągu zbiorczego wody surowej DN 300 L=350mb, wraz z montażem armatury.;Zadanie
3255;SUW Czarny Dwór - Projekt i realizacja wymiany wyeksploatowanej lampy UV na lampę nowego typu;Zadanie
3256;SUW Zaspa Wodna - Projekt i realizacja wymiany wyeksploatowanej lampy UV na lampę nowego typu;Zadanie
3257;Usunięcie eternitu z budynku stacji.;Zadanie
3258;UW Krakowiec - Projekt i likwidacja studni K2;Zadanie
3259;UW Czarny Dwór - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni 17b;Zadanie
3261;UW Lipce - Projekt i realizacja rekonstrukcji lub odwiertu zastępczego studni nr 11b;Zadanie
3262;Projekt i realizacja budowy zbiornika wody surowej.;Zadanie
3265;Przebudowa drogi dojazdowej do ZW Stara Dolina;Zadanie
3268;Wymiana sieci wodociągowej DN 150 w ul. Wałowej na odcinku Rybaki Górne - Stara Stocznia ;Zadanie
3269;Wymiana sieci wodociągowej DN 100 w ul. Winogronowa na całej długości ok.164 m;Zadanie
3270;Wymiana odcinka sieci DN300 AC w ul. Pohulanka /Kolonia Studentów/ pod wiaduktem Armii Krajowej (ok 90m);Zadanie
3271;Wykonanie izolacji komór oraz uszczelnienia przejść rurociągów na magistrali straszyńskiej;Zadanie
3272;Wykonanie przyłącza elektroenergetycznego NN zasilajacego komorę pomiarową w Gdansku, ul. Jana z Kolna.;Zadanie
3273;Wymiana ok.100 mb przewodu wodociągowego DN 400 AC przy ul. Chłopskiej między ul. Pomorską a ul. Rzepichy;Zadanie
3274;Przebudowa przewodu wodociągowego DN 500 w yl. Marynarki Polskiej (ok.3400 mb) z modernizacją brakujących węzłów. ;Zadanie
3275;Przebudowa przewodu wodociągowego DN 600 w Al. Grunwaldzkiej z modernizacją węzłów;Zadanie
3276;Wymiana przewodu wodociągowego DN 100 w ul. Dragana o dł. ok.430 m;Zadanie
3277;Wymiana przewodu wodociągowego DN 100 żel  (około 210 mb) w ul.Dziewanowskiego;Zadanie
3278;Wymiana przewodu wodociągowego DN 150 (około 300 mb) w ul. Krzemowej;Zadanie
3279;Wymiana przewodu wodociągowego DN 100 (około 560 mb) na ul. Sandomierskiej od ul. Równej do ul. Mostowej;Zadanie
3280;Wymiana przewodu wodociągowego DN 100 (około 330 mb), oraz DN  150 (około 220 mb) w ul. Toruńskiej ;Zadanie
3281;Przebudowy sieci wodociągowej w ul. Biskupiej i Menonitów;Zadanie
3282;Wymiana przewodu wodociągowego DN 150 w ul. Biskupiej (ok.213 mb).;Zadanie
3283;Wymiana przewodu wodociągowego DN 100 w ul. Królikarnia (ok.287 mb).;Zadanie
3284;Wymiana przewodu wodociągowego DN 100 w ul. Czopowej na dł. ok.120 m ;Zadanie
3285;Wymiana przewodu wodociągowego DN 80 w ul. Motławskiej (ok.80 mb).;Zadanie
3286;Wymiana przewodu wodociągowego DN 100 w ul. Krowoderskiej (ok.300 mb).;Zadanie
3287;Wymiana przewodu wodociągowego DN 200 w ul. Długa Grobla (ok.250 mb).;Zadanie
3288;Wymiana przewodu wodociągowego DN 100 w ul. Św. Barbary (ok.315 mb).;Zadanie
3289;Wymiana przewodu wodociągowego DN 100 w ul. Seredyńskiego (ok.265 mb).;Zadanie
3290;Wymiana odcinka sieci wodociągowej DN 100 w ul. Nad Jarem;Zadanie
3292;ul. Pohulanka - przebudowa sieci wodociągowej DN100 na DN150;Zadanie
3293;ul. Łozy - wymiana sieci wodociagowej DN200 (przełożnie wodociągu z działek prywatnych w pas techniczny);Zadanie
3294;Wymiana przewodu DN 200 w ul. Marynarki Polskiej AC/żeliwo na odcinku ok. 600 m.;Zadanie
3300;Wymiana sieci wodociągowej  DN32 stal. w ul. Romera na dł. ok. l=138 m na spełniającą wymogi p.poż. ;Zadanie
3301;Wymiana sieci wodociągowej DN 32/DN25  stal. w ul. Kolonia Wyżyny na dł. ok. 271 m na spełniającą wymogi p.poż.;Zadanie
3302;Przebudowa sieci wodociągowej DN 80 żel. w ul. Kamienna Grobla 5,7 oraz przebudowa kanału sanitarnego DN300 w ul. Kamienna Grobla 2, 5, 7;Zadanie
3303;Budowa przewodu łączącego sieci w strefie zb. Cyganka: Wykonanie połączenia przewodem DN 150 o L=400 mb sieci wodociągowej DN 150 w ul. Powstańców Warszawskich z siecią DN 100 w ul. Dębowej;Zadanie
3304;Rozbudowa systemu monitoringu sieci wodociągowej - budowa komory pomiarowej na przewodzie DN 200 w ul. Jana z Kolna 30 w miejscu spięcia z realizowanym przewodem DN 300 w ramach zadania Nowa Wałowa;Zadanie
3305;Montaż zaworu samopłuczącego na końcówce linii DN 100 w ul. Edisona 22 z odprowadzeniem wód popłucznych do kanalizacji sanitarnej;Zadanie
3306;Opracowanie koncepcji budowy komór redukcyjnych w celu ograniczenia nadmiernego ciśnienia w sieci Orunia Górna/Chełm Południe, ~0,7 Mpa.;Zadanie
3307;Wymiana węzła cieplnego - baza działu sieci wodociągowej Lenartowicza 10;Zadanie
3308;Wymiana węzła cieplnego hydroforni ul. Czerwony Dwór 22;Zadanie
3309;Rozbudowa sytemu telewizji dozorowej obiektu o dodatkowe kamery monitorujące teren zewnętrzny PW Ptasia;Zadanie
3310;Modernizacja przewodu pomiędzy ul. Czereśniową a ul. Jabłoniową (ok. 260 mb). Obecnie odcinek wyłączony ze względu na duże zagłębienie ok. 6.5 m w terenie prywatnym (w miejscu awarii).;Zadanie
3311;ZW Wysoki Dwór - Modernizacja pomiarów poziomu wody;Zadanie
3312;ZW Cyganka - Modernizacja pomiarów poziomu wody;Zadanie
3313;Przebudowa ogrodzenia  Zbiornika Wody "Migowo" na ogrodzenie panelowe;Zadanie
3314;PW Św. Wojciech - Budowa utwardzonej drogi dojazdowej;Zadanie
3316;PW Stary Sobieski - Kompleksowa wymiana stolarki okiennej.;Zadanie
3317;Modernizacja izolacji przeciwwilgociowej i likwidacja ingresji do wnętrza ZW Migowo Nr 3;Zadanie
3319;Wymiana rozdzielni SN-15kV i głównej NN-0,4kV w stacji transf.T-16089 Pompownia wody Sobieski;Zadanie
3320;Wymiana rozdzielni głównej NN-0,4kV w stacji transf.T-16098 Polanki;Zadanie
3321;OŚW - Wymiana wyeksploatowanych, nieefektywnych krat 10 mm na kraty hakowo-taśmowe 6 mm - szt. 2. Montaż drugiej prasopłuczki;Zadanie
3322;OŚW - Zakup i montaż 5 szt. zastawek ze stali k.o. na kanałach dopływowych przepompowni pośredniej P2;Zadanie
3323;Modernizacja wyeksploatowanej instalacji ochronnej przy stacjach T30,T50,T 25,T40  oraz wokół obiektów zasilanych z wyżej wymienionych stacji ( wymiana bednarki ułożonej w gruncie);Zadanie
3324;Modernizacja wyeksploatowanego ukladu sterowania prasami odwadniania osadu  ob.14;Zadanie
3325;Rekonstrukcja zniszczonych dylatacji i ścian OBF, wymiana wyeksploatowanych pomp ściekowych poziomych 250 Z2K - szt. 2;Zadanie
3326;Likwidacja obiektów wyłączonych z eksploatacji: piaskownika, hydrolizera, komory tłuszczu przy osadnikach wstępnych, zagęszczaczy grawitacyjnych, budynku przy OBF nr 1 i 2, osadnika wstępnego 103/3;Zadanie
3327;Wymiana wyeksploatowanych kamer do monitoringu i rozbudowa systemu na terenie OŚ Wschód;Zadanie
3328;Wymiana wyeksploatowanych lamp oświetlenia ulicznego za OBF oraz wokół stacji wirówek ;Zadanie
3330;Wymiana wyeksploatowanych sond azotanów-reaktory 3-01 do 3-05;Zadanie
3331;Wymiana 1 szt. wyeksploatowanej wirówki NOXON DC40 na nowe urządzenie do odwadniania osadu;Zadanie
3332;OŚW - Wymiana wyeksploatowanych pomp osadu surowego - szt. 3;Zadanie
3333;Modernizacja układu tłoczenia na ZKF (Ob. nr 15/5  i 15/6 Budynki operacyjne ZKF);Zadanie
3334;Ob. nr 16 - Wymiana wyeksploatowanych pomp osadu przefermentowanego - 3 szt.;Zadanie
3335;Wymiana softstartów od zesp.nr 2, 3, 6 na falowniki w pompowni Bogatka oraz wymiana wyeksploatowanych falowników pomp 1, 4, 5;Zadanie
3336;Kolektor Ołowianka II - budowa drogi dojazdowej do komory K2;Zadanie
3338;PŚ Bysewo - modernizacja urządzeń i armatury w zbiorniku przepompowni. Wymiana pomp i zmiana lokalizacji mieszadła;Zadanie
3339;Modernizacja PŚ Przewałowa - montaż zasuwy odcinającej DN600 na dopływie;Zadanie
3340;PŚ Do Studzienki - wymiana pomp ;Zadanie
3341;PŚ Myśliwska 2 - wymiana pomp;Zadanie
3342;Budowa nowej PŚ Pagórkowa;Zadanie
3343;Wykonanie zabezpieczenia rurociągu DN 1600 i obciążników;Zadanie
3345;Przebudowa drogi dojazdowej do PŚ Rudniki 5 na drogę szutrową na dł. ok. 120 m (ul. Prosta);Zadanie
3346;Wykonanie instalacji sytemu telewizji dozorowej obiektu PŚ Zaspa;Zadanie
3347;PŚ Motława - Przebudowa wentylacji mechanicznej hali krat i hali silników ;Zadanie
3348;PŚ Motława - Modernizacja krat mechanicznych - wymiana na nowe kraty z systemem automatycznego transportu skratek na górny poziom ;Zadanie
3349;Modernizacja rozdzielni sterujacej pompami dla trzech układów pompowych PŚ Sobieszewo 3;Zadanie
3350;Zespół przepompowni P.Ś. Rudniki 1, 3, 4, 10 - wymiana wyeksploatowanych rozdzielni sterowniczych z wykonaniem telemetrycznego przekazu danych;Zadanie
3352;Wymiana węzła cieplnego PŚ Letnica;Zadanie
3353;PŚ Olszynka1 - Wymiana rozdzielni sterowniczej. Wykonanie telemetrycznego przekazu danych;Zadanie
3354;Wykonanie nowego układu sterowania i zasilania zespołów pompowych PŚ Otomińska I;Zadanie
3355;Wykonanie nowego układu sterowania i zasilania zespołów pompowych PŚ Szczodra;Zadanie
3356;Wykonanie zasilania elektroenergetycznego NN-0,4kV wraz z układem pomiarowo-rozliczeniowym do komór zasuw K1,K2,K3,K4 na kolektorze tłocznym Ołowianka-O/Wschód  ;Zadanie
3357;Wykonanie nowego układu sterowania i zasilania zespołów pompowych wraz z przekazem danych PŚ Zaspa D;Zadanie
3358;Budowa komór pomiarowch na sieci kanalizacji sanitarnej;Zadanie
3359;Przebudowa kolektora sanitarnego DN1000 w ul. Trakt Św. Wojciecha, odprowadzającego ścieki Pruszcza Gdańskiego i ul. Borkowskiej;Zadanie
3360;Wymiana przyłącza sanitarnego DN 150 Kołobrzeska nr 46  na dł. ok. 30 m;Zadanie
3361;Modernizacja kanału sanitarnego DN 200 w ulicy Nagórskiego metodą wykopową L= 13 m    ;Zadanie
3362;Przebudowa układu wodociągowego wzdłuż ul. Chłopskiej od Pomorskiej do Piastowskiej wraz z przebudową przyłącza sanitarnego ul. Chłopska 64 ;Zadanie
3363;Wymiana przykanalika sanitarnego DN 150  w ul. Owsianej na dł. ok. 5 m;Zadanie
3364;Wymiana odcinka kanału DN200 w ul. Reduta Żbik;Zadanie
3365;Wymiana odcinka kanału DN 250 w ul. Służebnej (Podwale Przedmiejskie) na dł. ok. 170 m;Zadanie
3366;Rekonstrukcja kanału DN250,dn 350,dn 400 w ul. Targ Rakowy;Zadanie
3367;Rekonstrukcja kanału DN250 w ul. Przyokopowej na długości 220 m;Zadanie
3368;Wymiana odcinka kanału DN150 w ul. Legionów na dł. ok. 15 m;Zadanie
3370;Wymiana kanału DN200 w ul. Trubadurów na całej długości ok. 130 m;Zadanie
3371;UW Sobieszewo - likwidacja ujęcia ;Zadanie
3372;UW Krakowiec I (ul. Sówki) - Projekt i odwiert zastępczy lub likwidacja studni K4 i K1 ;Zadanie
3373;Wymiana sieci wodociągowej DN100 w ul. Klonowicza od Mickiewicza do Żywieckiej;Zadanie
3374;Wymiana przewodu wodociągowego DN 200 w ul. Siennej od ul. Bajki do Trasy Sucharskiego;Zadanie
3375;Budowa sieci wodociągowej i kanalizacji sanitarnej dla potrzeb Pomorskiego Centrum Logistycznego;Zadanie
3376;Przebudowa PŚ Zawiśle wraz z modernizacją układu kanalizacyjnego;Zadanie
3377;Budowa składowiska popiołów;Zadanie
3381;Budowa zindywidualizowanych zdrojów na terenie Głównego Miasta;Zadanie
3382;ul. Raduńska - przebudowa sieci wodociągowej - Etap V;Zadanie
3383;Wymiana istniejących niezidentyfikowanych przyłączy ołowianych i stalowych w 2016;Zadanie
3384;Przebudowa sieci wodociągowej w ul. Kielnieńskiej oraz budowa przyłącza wodociągowego do PŚ Kielnieńska;Zadanie
3385;Budowa sieci wodociągowej w ul. Planetarnej.;Zadanie
3386;Roboty dodatkowe w zbiorniku PŚ Załogowa ;Zadanie
3387;Likwidacja przewodów DN 150 i DN 500 na działkach prywatnych. Wymiana wodociągu w ul. Chełmińskiej;Zadanie
3388;Koncepcja rozbudowy sieci wod-kan w rejonie ul. Spadochroniarzy, Nowej Słowackiego, Radarowej;Zadanie
3389;Spinka sieci za hydrofornią Bajki z siecią dolnej strefy;Zadanie
3390;Budowa odcinka sieci wodociągowej w ul. Kielnieńskiej i w rejonie ul. Gowidlińskiej;Zadanie
3391;Budowa sieci kanalizacji sanitarnej w ul. Nowy Świat;Zadanie
3392;Budowa kanalizacji sanitarnej w rejonie ul. Wienieckiej i Przegalińskiej;Zadanie
3393;Budowa sieci wod-kan w rejonie ul. Grzybowej, Czaplewskiej i Żukowskiej;Zadanie
3395;Poprawa systemu sterowania procesem pracy bioreaktora 3-05 - montaż 6-ściu mieszadeł;Zadanie
3397;Lokalizacja zamgławiaczy na terenie Miasta Gdańska;Zadanie
3398;Przebudowa kanału sanitarnego DN400 ul. Podwale Przedmiejskie na potrzeby odprowadzenia ścieków z Wyspy Spichrzów;Zadanie
3399;Budowa kanalizacji sanitarnej w ul. Gostyńskiej;Zadanie
3400;Budowa sieci wodociągowej w ul. Swojskiej;Zadanie
3401;Budowa sieci wodociagowej od ul. Nowej Portowej do połączenia z magistralą w ul. Ku Ujściu;Zadanie
3402;Przebudowa sieci wodociągowej w ul. Ludowej i Kmiecej i kanalizacji sanitarnej w ul. Kmiecej;Zadanie
3403;Przebudowa sieci wodociągowej DN 100 żel w ul. Zimnej na dł. ok. 200 m;Zadanie
3404;Wykonanie drogi dojazdowej do komory na kolektorze DN 1000 "Zaroślak" ;Zadanie
3406;Biologiczna stacja odsiarczania biogazu;Zadanie
3409;Budowa kanalizacji sanitarnej w ul. Egiertowskiej;Zadanie
3411;Budowa sieci kanalizacji sanitarnej w ul. Synów Pułku;Zadanie
3412;Likwidacja kanału sanitarnego 0,25/ 0,3 m Menonitów – Okopowa;Zadanie
3413;Budowa odcinka kanału sanitarnego w ul. Zeusa o dł. ok. 110 m oraz sieci wodociągowej 160/200 w ul. Nowy Świat na dł. ok. 1300 m;Zadanie
3414;;Zadanie
3416;Budowa kanalizacji sanitarnej w ul. Karlikowskiej o dł. ok. 247 m;Zadanie
3417;Kanalizacja sanitarna w rejonie ulic Oliwkowej, Turzycowej i Ostrzyckiej - I etap;Zadanie
3420;Przebudowa sieci wodociągowej DN 100 w ul. Złotników;Zadanie
3421;Likwidacja trzech studni głębinowych i zbiorników nieczynnego UW Złota Karczma;Zadanie
3422;Budowa sieci wodociągowej i kanalizacji sanitarnej w ul. Sztutowskiej;Zadanie
3423;Wymiana bramy w agregatorni SUW Lipce;Zadanie
3424;UW Lipce - Rekonstrukcja lub odwiert zastępczy studni kredowej K2a;Zadanie
3425;Wymiana istniejących niezidentyfikowanych przyłączy ołowianych i stalowych w 2017;Zadanie
3428;SUW Straszyn - zakup i montaż 5 czujników stężenia chloru w pomieszczeniach chlorowni;Zadanie
3429;SUW Straszyn - wymiana pomp Seepex na dwie pompy membranowe ZP 980 w instalacji wytwarzania i dozowania mleka wapiennego;Zadanie
3430;SUW Straszyn - wymiana dwóch pomp obiegowych w instalacji wytwarzania i dozowania mleka wapiennego ;Zadanie
